Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Double Shot > Somersault Kick > Crossfire Somersault (~7008.0 damage, 3 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Light Sonic Boom (~3720.0 damage, 0 super art gauge, 3.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Sonic Boom (~3720.0 damage, 0 super art gauge, 3.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Light Sonic Boom (~3720.0 damage, 0 super art gauge, 3.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight (~3720.0 damage, 2 super art gauge, 3.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (Perfect) > Standing Heavy Kick (~3720.0 damage, 2 super art gauge, 3.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight (~3720.0 damage, 2 super art gauge, 3.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (Perfect) > Standing Heavy Kick (~3720.0 damage, 2 super art gauge, 3.0 drive gauge)
Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush (~3720.0 damage, 2 super art gauge, 6.0 drive gauge)
Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush (~3720.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush (~3720.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush (~3720.0 damage, 2 super art gauge, 6.0 drive gauge)
Parry Drive Rush > Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Light Sonic Boom > Crouching Heavy Kick (~3720.0 damage, 2 super art gauge, 6.5 drive gauge)
Parry Drive Rush > Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Light Sonic Boom > Crouching Heavy Kick (~3720.0 damage, 2 super art gauge, 6.5 drive gauge)
Parry Drive Rush > Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Light Sonic Boom > Crouching Heavy Kick (~3720.0 damage, 2 super art gauge, 6.5 drive gauge)
Parry Drive Rush > Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Light Sonic Boom > Crouching Heavy Kick (~3720.0 damage, 2 super art gauge, 6.5 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Double Shot > Somersault Kick (~3716.0 damage, 0 super art gauge, 3.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Double Shot > Somersault Kick (~3716.0 damage, 0 super art gauge, 3.0 drive gauge)
Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Double Shot > OD Sonic Boom > Heavy Somersault Kick (~3716.0 damage, 2 super art gauge, 5.0 drive gauge)
Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Double Shot > OD Sonic Boom > Heavy Somersault Kick (~3716.0 damage, 2 super art gauge, 5.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Double Shot > OD Sonic Boom (~3716.0 damage, 2 super art gauge, 5.0 drive gauge)
Parry Drive Rush > Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Double Shot > OD Sonic Boom > Sonic Break > Sonic Break (~3714.0 damage, 2 super art gauge, 5.5 drive gauge)
Parry Drive Rush > Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Double Shot > OD Sonic Boom > Sonic Break > Sonic Break (~3714.0 damage, 2 super art gauge, 5.5 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > OD Sonic Boom > Sonic Break > Sonic Break (~3710.0 damage, 2 super art gauge, 2.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Sonic Boom (~3710.0 damage, 0 super art gauge, 3.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Light Sonic Boom (~3710.0 damage, 0 super art gauge, 3.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Sonic Boom (~3710.0 damage, 0 super art gauge, 3.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Light Sonic Boom (~3710.0 damage, 0 super art gauge, 3.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Double Shot > Somersault Kick (~3706.0 damage, 0 super art gauge, 3.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Double Shot > Somersault Kick (~3706.0 damage, 0 super art gauge, 3.0 drive gauge)
Drive Impact (Block) > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Somersault Kick (~3700.0 damage, 0 super art gauge, 3.0 drive gauge)
Drive Impact (Block) > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Somersault Kick (~3700.0 damage, 0 super art gauge, 3.0 drive gauge)
Parry Drive Rush > Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Double Shot > OD Sonic Boom > Heavy Somersault Kick (~3700.0 damage, 0 super art gauge, 5.5 drive gauge)
Parry Drive Rush > Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Double Shot > OD Sonic Boom > Heavy Somersault Kick (~3700.0 damage, 0 super art gauge, 5.5 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > OD Sonic Boom (~3700.0 damage, 2 super art gauge, 5.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > OD Sonic Boom (~3700.0 damage, 2 super art gauge, 5.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat (~3700.0 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat (~3700.0 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat (~3700.0 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat (~3700.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Sonic Boom (~3690.0 damage, 0 super art gauge, 3.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Light Sonic Boom (~3690.0 damage, 0 super art gauge, 3.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Sonic Boom (~3690.0 damage, 0 super art gauge, 3.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Light Sonic Boom (~3690.0 damage, 0 super art gauge, 3.0 drive gauge)
Parry Drive Rush > Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > OD Sonic Boom > Sonic Break > Sonic Break > Sonic Break (~3690.0 damage, 2 super art gauge, 2.5 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat (~3690.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat (~3690.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat (~3690.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat (~3690.0 damage, 0 super art gauge, 6.0 drive gauge)
Parry Drive Rush > Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick > Medium Sonic Boom > Heavy Somersault Kick (~3690.0 damage, 2 super art gauge, 6.5 drive gauge)
Parry Drive Rush > Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick > Medium Sonic Boom > Heavy Somersault Kick (~3690.0 damage, 2 super art gauge, 6.5 drive gauge)
Parry Drive Rush > Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick > Medium Sonic Boom > Heavy Somersault Kick (~3690.0 damage, 2 super art gauge, 6.5 drive gauge)
Parry Drive Rush > Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick > Medium Sonic Boom > Heavy Somersault Kick (~3690.0 damage, 2 super art gauge, 6.5 drive gauge)
Drive Impact (Block) > Burning Straight > OD Sonic Boom > Heavy Somersault Kick (~3680.0 damage, 0 super art gauge, 2.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Somersault Kick (~3680.0 damage, 0 super art gauge, 3.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Somersault Kick (~3680.0 damage, 0 super art gauge, 3.0 drive gauge)
Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch (~3680.0 damage, 0 super art gauge, 3.0 drive gauge)
Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch (~3680.0 damage, 0 super art gauge, 3.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat (~3680.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat (~3680.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat (~3680.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat (~3680.0 damage, 0 super art gauge, 6.0 drive gauge)
Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Somersault Kick (~3680.0 damage, 2 super art gauge, 6.0 drive gauge)
Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Somersault Kick (~3680.0 damage, 2 super art gauge, 6.0 drive gauge)
Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Somersault Kick (~3680.0 damage, 2 super art gauge, 6.0 drive gauge)
Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Somersault Kick (~3680.0 damage, 2 super art gauge, 6.0 drive gauge)
